GKZ;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;Hofer;%;Van der Bellen;%
G62040;Judenburg;8.247;4.667;136;4.531;2.663;58,77;1.868;41,23
G62041;Knittelfeld;9.350;5.267;97;5.170;2.921;56,50;2.249;43,50
G62042;Obdach;3.207;1.857;85;1.772;1.127;63,60;645;36,40
G62043;Pöls-Oberkurzheim;2.553;1.542;67;1.475;874;59,25;601;40,75
G62044;Pölstal;2.314;1.408;59;1.349;886;65,68;463;34,32
G62045;Sankt Marein-Feistritz;1.611;1.071;24;1.047;584;55,78;463;44,22
G62046;Sankt Margarethen bei Knittelfeld;2.279;1.507;66;1.441;825;57,25;616;42,75
G62047;Spielberg;4.404;2.867;83;2.784;1.667;59,88;1.117;40,12
G62048;Weißkirchen in Steiermark;4.075;2.594;90;2.504;1.429;57,07;1.075;42,93
G62099;Wahlkarten - Murtal;0;6.109;140;5.969;2.517;42,17;3.452;57,83
G62100;Bruck-Mürzzuschlag;80.982;57.522;1.718;55.804;29.070;52,09;26.734;47,91
G62105;Breitenau am Hochlantsch;1.484;875;43;832;499;59,98;333;40,02
G62115;Krieglach;4.459;2.719;113;2.606;1.479;56,75;1.127;43,25
G62116;Langenwang;3.323;2.021;71;1.950;1.153;59,13;797;40,87
G62125;Pernegg an der Mur;1.950;1.293;49;1.244;697;56,03;547;43,97
G62128;Sankt Lorenzen im Mürztal;2.930;1.847;47;1.800;979;54,39;821;45,61
G62131;Spital am Semmering;1.281;842;27;815;478;58,65;337;41,35
G62132;Stanz im Mürztal;1.537;859;36;823;447;54,31;376;45,69
G62135;Turnau;1.289;869;30;839;506;60,31;333;39,69
G62138;Aflenz;2.036;1.304;50;1.254;585;46,65;669;53,35
G62139;Bruck an der Mur;12.791;7.570;224;7.346;3.883;52,86;3.463;47,14
G62140;Kapfenberg;17.203;9.757;202;9.555;5.268;55,13;4.287;44,87
G62141;Kindberg;6.852;4.206;149;4.057;2.069;51,00;1.988;49,00
G62142;Mariazell;3.263;1.935;100;1.835;992;54,06;843;45,94
G62143;Mürzzuschlag;6.957;4.064;114;3.950;1.983;50,20;1.967;49,80
G62144;Neuberg an der Mürz;2.140;1.392;67;1.325;739;55,77;586;44,23
G62145;Sankt Barbara im Mürztal;5.710;3.340;103;3.237;1.773;54,77;1.464;45,23
G62146;Sankt Marein im Mürztal;2.136;1.389;30;1.359;777;57,17;582;42,83
G62147;Thörl;2.003;1.190;43;1.147;625;54,49;522;45,51
G62148;Tragöß - Sankt Katharein;1.638;1.035;46;989;585;59,15;404;40,85
G62199;Wahlkarten - Bruck-Mürzzuschlag;0;9.015;174;8.841;3.553;40,19;5.288;59,81
G62200;Hartberg-Fürstenfeld;74.338;57.168;1.806;55.362;35.957;64,95;19.405;35,05
G62202;Bad Blumau;1.273;881;35;846;577;68,20;269;31,80
G62205;Buch-St. Magdalena;1.818;1.271;19;1.252;831;66,37;421;33,63
G62206;Burgau;864;593;21;572;327;57,17;245;42,83
G62209;Ebersdorf;1.042;725;26;699;529;75,68;170;24,32
G62211;Friedberg;2.152;1.516;54;1.462;966;66,07;496;33,93
G62214;Greinbach;1.460;1.119;23;1.096;848;77,37;248;22,63
G62216;Großsteinbach;1.059;759;33;726;500;68,87;226;31,13
G62219;Hartberg;5.190;3.346;96;3.250;1.828;56,25;1.422;43,75
G62220;Hartberg Umgebung;1.717;1.246;58;1.188;767;64,56;421;35,44
G62226;Lafnitz;1.120;887;32;855;597;69,82;258;30,18
G62232;Ottendorf an der Rittschein;1.316;835;28;807;604;74,85;203;25,15
G62233;Pinggau;2.595;1.806;70;1.736;1.293;74,48;443;25,52
G62235;Pöllauberg;1.729;1.280;37;1.243;874;70,31;369;29,69
G62242;Sankt Jakob im Walde;876;577;22;555;356;64,14;199;35,86
G62244;Sankt Johann in der Haide;1.736;1.181;33;1.148;855;74,48;293;25,52
G62245;Sankt Lorenzen am Wechsel;1.277;968;43;925;658;71,14;267;28,86
G62247;Schäffern;1.120;911;31;880;690;78,41;190;21,59
G62252;Söchau;1.201;798;20;778;520;66,84;258;33,16
G62256;Stubenberg;1.806;1.177;37;1.140;761;66,75;379;33,25
G62262;Wenigzell;1.169;816;40;776;462;59,54;314;40,46
G62264;Bad Waltersdorf;3.092;2.146;78;2.068;1.357;65,62;711;34,38
G62265;Dechantskirchen;1.715;1.251;56;1.195;809;67,70;386;32,30
G62266;Feistritztal;2.034;1.382;57;1.325;909;68,60;416;31,40
G62267;Fürstenfeld;6.880;4.399;143;4.256;2.407;56,56;1.849;43,44
G62268;Grafendorf bei Hartberg;2.572;1.839;53;1.786;1.252;70,10;534;29,90
G62269;Großwilfersdorf;1.684;1.066;43;1.023;641;62,66;382;37,34
G62270;Hartl;1.792;1.273;29;1.244;950;76,37;294;23,63
G62271;Ilz;3.077;2.108;53;2.055;1.314;63,94;741;36,06
G62272;Kaindorf;2.383;1.568;50;1.518;966;63,64;552;36,36
G62273;Loipersdorf bei Fürstenfeld;1.561;1.019;31;988;729;73,79;259;26,21
G62274;Neudau;1.079;706;14;692;379;54,77;313;45,23
G62275;Pöllau;5.157;3.506;93;3.413;2.286;66,98;1.127;33,02
G62276;Rohr bei Hartberg;1.212;846;18;828;526;63,53;302;36,47
G62277;Rohrbach an der Lafnitz;2.284;1.654;50;1.604;1.109;69,14;495;30,86
G62278;Vorau;4.007;2.955;102;2.853;2.057;72,10;796;27,90
G62279;Waldbach-Mönichwald;1.289;963;44;919;623;67,79;296;32,21
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;5.795;134;5.661;2.800;49,46;2.861;50,54
G62300;Südoststeiermark;70.943;51.194;1.598;49.596;31.357;63,22;18.239;36,78
G62311;Edelsbach bei Feldbach;1.097;777;29;748;463;61,90;285;38,10
G62314;Eichkögl;1.055;684;28;656;466;71,04;190;28,96
G62326;Halbenrain;1.489;885;39;846;575;67,97;271;32,03
G62330;Jagerberg;1.392;950;43;907;695;76,63;212;23,37
G62332;Kapfenstein;1.303;822;11;811;572;70,53;239;29,47
G62335;Klöch;1.047;684;27;657;386;58,75;271;41,25
G62343;Mettersdorf am Saßbach;1.078;664;25;639;427;66,82;212;33,18
G62347;Murfeld;1.382;897;26;871;591;67,85;280;32,15
G62368;Tieschen;1.082;674;20;654;445;68,04;209;31,96
G62372;Unterlamm;1.062;689;15;674;543;80,56;131;19,44
G62375;Bad Gleichenberg;4.296;2.480;67;2.413;1.496;62,00;917;38,00
G62376;Bad Radkersburg;2.544;1.520;49;1.471;785;53,37;686;46,63
G62377;Deutsch Goritz;1.552;1.027;47;980;599;61,12;381;38,88
G62378;Fehring;6.090;3.779;107;3.672;2.280;62,09;1.392;37,91
G62379;Feldbach;10.375;6.620;195;6.425;3.727;58,01;2.698;41,99
G62380;Gnas;5.096;3.404;163;3.241;2.215;68,34;1.026;31,66
G62381;Kirchbach-Zerlach;2.757;1.799;52;1.747;1.152;65,94;595;34,06
G62382;Kirchberg an der Raab;3.633;2.385;78;2.307;1.556;67,45;751;32,55
G62383;Mureck;2.891;1.800;55;1.745;1.138;65,21;607;34,79
G62384;Paldau;2.573;1.679;58;1.621;1.139;70,27;482;29,73
G62385;Pirching am Traubenberg;2.098;1.330;41;1.289;920;71,37;369;28,63
G62386;Riegersburg;4.114;2.434;83;2.351;1.539;65,46;812;34,54
G62387;Sankt Anna am Aigen;2.036;1.269;42;1.227;855;69,68;372;30,32
G62388;Sankt Peter am Ottersbach;2.524;1.551;56;1.495;1.086;72,64;409;27,36
G62389;Sankt Stefan im Rosental;3.311;2.253;76;2.177;1.455;66,84;722;33,16
G62390;Straden;3.066;1.997;73;1.924;1.181;61,38;743;38,62
G62399;Wahlkarten - Südoststeiermark;0;6.141;93;6.048;3.071;50,78;2.977;49,22
G70000;Tirol;542.477;377.166;9.356;367.810;166.650;45,31;201.160;54,69
G7A000;Innsbruck;89.379;65.582;1.264;64.318;22.223;34,55;42.095;65,45
G7B000;Innsbruck-Land;191.017;134.642;3.481;131.161;62.922;47,97;68.239;52,03
G7C000;Unterland;122.226;83.533;2.115;81.418;40.123;49,28;41.295;50,72
G7D000;Oberland;100.076;66.906;1.593;65.313;29.465;45,11;35.848;54,89
G7E000;Osttirol;39.779;26.503;903;25.600;11.917;46,55;13.683;53,45
G70099;Wahlkarten - Tirol;0;42.924;544;42.380;12.372;29,19;30.008;70,81
G70100;Innsbruck(Stadt);89.379;65.582;1.264;64.318;22.223;34,55;42.095;65,45
G70101;Innsbruck;89.379;54.989;1.165;53.824;20.356;37,82;33.468;62,18
G70199;Wahlkarten - Innsbruck(Stadt);0;10.593;99;10.494;1.867;17,79;8.627;82,21
G70200;Imst;43.811;29.073;679;28.394;14.083;49,60;14.311;50,40
G70201;Arzl im Pitztal;2.377;1.440;32;1.408;756;53,69;652;46,31
G70202;Haiming;3.452;2.050;38;2.012;1.091;54,22;921;45,78
G70203;Imst;7.242;4.532;127;4.405;2.192;49,76;2.213;50,24
G70204;Imsterberg;630;418;16;402;201;50,00;201;50,00
G70205;Jerzens;705;405;9;396;265;66,92;131;33,08
G70206;Karres;486;315;9;306;214;69,93;92;30,07
G70207;Karrösten;573;362;19;343;158;46,06;185;53,94
G70208;Längenfeld;3.364;1.974;38;1.936;864;44,63;1.072;55,37
G70209;Mieming;2.696;1.602;48;1.554;706;45,43;848;54,57
G70210;Mils bei Imst;453;308;8;300;148;49,33;152;50,67
G70211;Mötz;926;554;17;537;251;46,74;286;53,26
G70212;Nassereith;1.606;957;19;938;476;50,75;462;49,25
G70213;Obsteig;941;598;22;576;265;46,01;311;53,99
G70214;Oetz;1.756;1.060;13;1.047;459;43,84;588;56,16
G70215;Rietz;1.779;1.080;25;1.055;608;57,63;447;42,37
G70216;Roppen;1.341;796;24;772;338;43,78;434;56,22
G70217;St. Leonhard im Pitztal;1.091;589;11;578;343;59,34;235;40,66
G70218;Sautens;1.108;586;9;577;313;54,25;264;45,75
G70219;Silz;1.962;1.172;36;1.136;523;46,04;613;53,96
G70220;Sölden;2.194;1.272;27;1.245;603;48,43;642;51,57
G70221;Stams;1.094;626;11;615;304;49,43;311;50,57
G70222;Tarrenz;2.094;1.295;44;1.251;745;59,55;506;40,45
G70223;Umhausen;2.352;1.468;29;1.439;821;57,05;618;42,95
G70224;Wenns;1.589;885;21;864;493;57,06;371;42,94
G70299;Wahlkarten - Imst;0;2.729;27;2.702;946;35,01;1.756;64,99
G70300;Innsbruck-Land;130.594;95.244;2.465;92.779;42.235;45,52;50.544;54,48
G70301;Absam;5.497;3.814;107;3.707;1.570;42,35;2.137;57,65
G70302;Aldrans;1.902;1.350;43;1.307;502;38,41;805;61,59
G70303;Ampass;1.292;867;15;852;421;49,41;431;50,59
G70304;Axams;4.553;2.937;71;2.866;1.304;45,50;1.562;54,50
G70305;Baumkirchen;959;641;21;620;274;44,19;346;55,81
G70306;Birgitz;1.086;709;8;701;319;45,51;382;54,49
G70307;Ellbögen;889;666;29;637;367;57,61;270;42,39
G70308;Flaurling;984;662;22;640;263;41,09;377;58,91
G70309;Fritzens;1.669;1.093;30;1.063;543;51,08;520;48,92
G70310;Fulpmes;3.047;1.867;81;1.786;902;50,50;884;49,50
G70311;Gnadenwald;598;452;17;435;177;40,69;258;59,31
G70312;Götzens;3.014;1.964;36;1.928;988;51,24;940;48,76
G70313;Gries am Brenner;1.007;658;25;633;416;65,72;217;34,28
G70314;Gries im Sellrain;479;284;6;278;119;42,81;159;57,19
G70315;Grinzens;1.097;684;14;670;361;53,88;309;46,12
G70317;Gschnitz;334;206;5;201;138;68,66;63;31,34
G70318;Hatting;1.064;718;10;708;303;42,80;405;57,20
G70319;Inzing;2.916;1.953;45;1.908;704;36,90;1.204;63,10
G70320;Kematen in Tirol;2.158;1.449;45;1.404;588;41,88;816;58,12
G70322;Kolsass;1.254;875;33;842;396;47,03;446;52,97
G70323;Kolsassberg;620;388;4;384;241;62,76;143;37,24
G70325;Lans;845;530;23;507;226;44,58;281;55,42
G70326;Leutasch;1.571;880;14;866;360;41,57;506;58,43
G70327;Matrei am Brenner;754;498;15;483;228;47,20;255;52,80
G70328;Mieders;1.304;854;21;833;412;49,46;421;50,54
G70329;Mils;3.359;2.340;68;2.272;972;42,78;1.300;57,22
G70330;Mühlbachl;1.036;588;25;563;333;59,15;230;40,85
G70331;Mutters;1.611;1.108;29;1.079;480;44,49;599;55,51
G70332;Natters;1.548;1.020;30;990;452;45,66;538;54,34
G70333;Navis;1.604;1.005;26;979;656;67,01;323;32,99
G70334;Neustift im Stubaital;3.461;2.267;49;2.218;1.311;59,11;907;40,89
G70335;Oberhofen im Inntal;1.341;901;16;885;430;48,59;455;51,41
G70336;Obernberg am Brenner;280;199;10;189;124;65,61;65;34,39
G70337;Oberperfuss;2.359;1.581;51;1.530;678;44,31;852;55,69
G70338;Patsch;785;488;13;475;198;41,68;277;58,32
G70339;Pettnau;804;530;27;503;234;46,52;269;53,48
G70340;Pfaffenhofen;803;483;8;475;219;46,11;256;53,89
G70341;Pfons;1.005;667;20;647;357;55,18;290;44,82
G70342;Polling in Tirol;801;512;12;500;314;62,80;186;37,20
G70343;Ranggen;816;585;22;563;258;45,83;305;54,17
G70344;Reith bei Seefeld;838;518;17;501;209;41,72;292;58,28
G70345;Rinn;1.393;982;21;961;434;45,16;527;54,84
G70346;Rum;6.752;4.385;113;4.272;2.016;47,19;2.256;52,81
G70347;St. Sigmund im Sellrain;130;74;1;73;30;41,10;43;58,90
G70348;Scharnitz;879;535;15;520;274;52,69;246;47,31
G70349;Schmirn;695;494;31;463;283;61,12;180;38,88
G70350;Schönberg im Stubaital;732;479;20;459;207;45,10;252;54,90
G70351;Seefeld in Tirol;2.061;1.247;25;1.222;531;43,45;691;56,55
G70352;Sellrain;1.108;594;7;587;304;51,79;283;48,21
G70353;Sistrans;1.714;1.249;44;1.205;425;35,27;780;64,73
G70354;Hall in Tirol;9.507;6.111;157;5.954;2.444;41,05;3.510;58,95
G70355;Steinach am Brenner;2.685;1.764;52;1.712;936;54,67;776;45,33
G70356;Telfes im Stubai;1.193;810;32;778;385;49,49;393;50,51
G70357;Telfs;10.788;6.113;168;5.945;2.761;46,44;3.184;53,56
G70358;Thaur;2.992;2.026;55;1.971;954;48,40;1.017;51,60
G70359;Trins;1.013;631;28;603;325;53,90;278;46,10
G70360;Tulfes;1.179;800;25;775;424;54,71;351;45,29
G70361;Unterperfuss;189;86;2;84;44;52,38;40;47,62
G70362;Vals;437;292;6;286;196;68,53;90;31,47
G70364;Völs;5.106;3.372;93;3.279;1.451;44,25;1.828;55,75
G70365;Volders;3.428;2.266;61;2.205;1.196;54,24;1.009;45,76
G70366;Wattenberg;593;395;20;375;252;67,20;123;32,80
G70367;Wattens;6.018;3.843;86;3.757;1.975;52,57;1.782;47,43
G70368;Wildermieming;682;469;10;459;190;41,39;269;58,61
G70369;Zirl;5.976;3.886;78;3.808;1.536;40,34;2.272;59,66
G70399;Wahlkarten - Innsbruck-Land;0;10.550;152;10.398;3.315;31,88;7.083;68,12
G70400;Kitzbühel;46.037;31.269;767;30.502;14.576;47,79;15.926;52,21
G70401;Aurach bei Kitzbühel;847;489;11;478;274;57,32;204;42,68
G70402;Brixen im Thale;2.003;1.121;24;1.097;425;38,74;672;61,26
G70403;Fieberbrunn;3.295;1.975;66;1.909;811;42,48;1.098;57,52
G70404;Going am Wilden Kaiser;1.314;790;23;767;426;55,54;341;44,46
G70405;Hochfilzen;894;582;16;566;270;47,70;296;52,30
G70406;Hopfgarten im Brixental;4.271;2.597;64;2.533;1.271;50,18;1.262;49,82
G70407;Itter;903;560;22;538;253;47,03;285;52,97
G70408;Jochberg;1.185;766;20;746;455;60,99;291;39,01
G70409;Kirchberg in Tirol;3.684;2.183;41;2.142;1.023;47,76;1.119;52,24
G70410;Kirchdorf in Tirol;2.829;1.707;34;1.673;988;59,06;685;40,94
G70411;Kitzbühel;5.937;3.337;90;3.247;1.628;50,14;1.619;49,86
G70412;Kössen;2.963;1.714;37;1.677;936;55,81;741;44,19
G70413;Oberndorf in Tirol;1.598;970;20;950;473;49,79;477;50,21
G70414;Reith bei Kitzbühel;1.157;699;15;684;333;48,68;351;51,32
G70415;St. Jakob in Haus;566;349;25;324;157;48,46;167;51,54
G70416;St. Johann in Tirol;6.557;3.899;110;3.789;1.880;49,62;1.909;50,38
G70417;St. Ulrich am Pillersee;1.187;738;23;715;338;47,27;377;52,73
G70418;Schwendt;570;347;3;344;160;46,51;184;53,49
G70419;Waidring;1.495;927;30;897;473;52,73;424;47,27
G70420;Westendorf;2.782;1.654;41;1.613;763;47,30;850;52,70
G70499;Wahlkarten - Kitzbühel;0;3.865;52;3.813;1.239;32,49;2.574;67,51
G70500;Kufstein;76.189;52.264;1.348;50.916;25.547;50,17;25.369;49,83
G70501;Alpbach;1.923;1.163;31;1.132;738;65,19;394;34,81
G70502;Angath;750;489;13;476;260;54,62;216;45,38
G70503;Bad Häring;1.996;1.300;22;1.278;584;45,70;694;54,30
G70504;Brandenberg;1.217;746;27;719;430;59,81;289;40,19
G70505;Breitenbach am Inn;2.616;1.787;71;1.716;966;56,29;750;43,71
G70506;Brixlegg;2.211;1.443;50;1.393;745;53,48;648;46,52
G70508;Ebbs;4.009;2.561;51;2.510;1.398;55,70;1.112;44,30
G70509;Ellmau;1.869;1.118;20;1.098;568;51,73;530;48,27
G70510;Erl;1.036;628;24;604;285;47,19;319;52,81
G70511;Kirchbichl;4.299;2.850;71;2.779;1.435;51,64;1.344;48,36
G70512;Kramsach;3.727;2.504;55;2.449;1.208;49,33;1.241;50,67
G70513;Kufstein;12.137;7.600;177;7.423;3.353;45,17;4.070;54,83
G70514;Kundl;3.151;1.937;59;1.878;954;50,80;924;49,20
G70515;Langkampfen;2.977;1.939;52;1.887;1.074;56,92;813;43,08
G70516;Mariastein;247;171;6;165;82;49,70;83;50,30
G70517;Münster;2.582;1.634;41;1.593;900;56,50;693;43,50
G70518;Niederndorf;1.958;1.283;34;1.249;658;52,68;591;47,32
G70519;Niederndorferberg;485;274;11;263;140;53,23;123;46,77
G70520;Radfeld;1.724;1.115;33;1.082;673;62,20;409;37,80
G70521;Rattenberg;266;166;3;163;77;47,24;86;52,76
G70522;Reith im Alpbachtal;2.034;1.196;34;1.162;624;53,70;538;46,30
G70523;Rettenschöss;353;236;12;224;123;54,91;101;45,09
G70524;Scheffau am Wilden Kaiser;1.009;589;29;560;283;50,54;277;49,46
G70525;Schwoich;1.860;1.200;43;1.157;600;51,86;557;48,14
G70526;Söll;2.651;1.664;46;1.618;840;51,92;778;48,08
G70527;Thiersee;2.147;1.463;36;1.427;695;48,70;732;51,30
G70528;Angerberg;1.455;999;25;974;518;53,18;456;46,82
G70529;Walchsee;1.290;786;29;757;436;57,60;321;42,40
G70530;Wildschönau;3.153;1.802;89;1.713;940;54,87;773;45,13
G70531;Wörgl;9.057;5.249;110;5.139;2.519;49,02;2.620;50,98
G70599;Wahlkarten - Kufstein;0;4.372;44;4.328;1.441;33,29;2.887;66,71
G70600;Landeck;33.588;22.513;552;21.961;9.038;41,15;12.923;58,85
G70601;Faggen;267;161;5;156;66;42,31;90;57,69
G70602;Fendels;205;126;1;125;40;32,00;85;68,00
G70603;Fiss;702;420;18;402;112;27,86;290;72,14
G70604;Fliess;2.324;1.528;28;1.500;700;46,67;800;53,33
G70605;Flirsch;752;480;18;462;193;41,77;269;58,23
G70606;Galtür;587;342;2;340;176;51,76;164;48,24
G70607;Grins;1.090;621;23;598;264;44,15;334;55,85
G70608;Ischgl;1.214;759;28;731;428;58,55;303;41,45
G70609;Kappl;2.087;1.266;28;1.238;729;58,89;509;41,11
G70610;Kaunerberg;328;205;10;195;56;28,72;139;71,28
G70611;Kaunertal;462;340;9;331;45;13,60;286;86,40
G70612;Kauns;393;217;1;216;60;27,78;156;72,22
G70613;Ladis;415;215;3;212;93;43,87;119;56,13
G70614;Landeck;5.648;3.506;97;3.409;1.349;39,57;2.060;60,43
G70615;Nauders;1.126;640;12;628;334;53,18;294;46,82
G70616;Pettneu am Arlberg;1.102;648;20;628;249;39,65;379;60,35
G70617;Pfunds;1.955;1.069;19;1.050;527;50,19;523;49,81
G70618;Pians;615;422;15;407;189;46,44;218;53,56
G70619;Prutz;1.303;876;17;859;346;40,28;513;59,72
G70620;Ried im Oberinntal;941;565;8;557;194;34,83;363;65,17
G70621;St. Anton am Arlberg;1.776;1.072;27;1.045;312;29,86;733;70,14
G70622;Schönwies;1.308;819;22;797;350;43,91;447;56,09
G70623;See;926;560;12;548;350;63,87;198;36,13
G70624;Serfaus;870;517;14;503;155;30,82;348;69,18
G70625;Spiss;95;43;2;41;33;80,49;8;19,51
G70626;Stanz bei Landeck;474;290;12;278;84;30,22;194;69,78
G70627;Strengen;953;562;26;536;231;43,10;305;56,90
G70628;Tobadill;419;245;5;240;119;49,58;121;50,42
G70629;Tösens;562;259;10;249;132;53,01;117;46,99
G70630;Zams;2.689;1.777;34;1.743;592;33,96;1.151;66,04
G70699;Wahlkarten - Landeck;0;1.963;26;1.937;530;27,36;1.407;72,64
G70700;Lienz;39.779;26.503;903;25.600;11.917;46,55;13.683;53,45
G70701;Abfaltersbach;488;320;11;309;129;41,75;180;58,25
G70702;Ainet;765;497;18;479;291;60,75;188;39,25
G70703;Amlach;358;231;11;220;131;59,55;89;40,45
G70704;Anras;993;576;19;557;263;47,22;294;52,78
G70705;Assling;1.494;912;55;857;326;38,04;531;61,96
G70706;Außervillgraten;641;395;13;382;154;40,31;228;59,69
G70707;Dölsach;1.837;1.146;42;1.104;603;54,62;501;45,38
G70708;Gaimberg;680;449;25;424;189;44,58;235;55,42
G70709;Hopfgarten in Defereggen;630;337;25;312;136;43,59;176;56,41
G70710;Innervillgraten;749;405;25;380;145;38,16;235;61,84
G70711;Iselsberg-Stronach;479;276;3;273;132;48,35;141;51,65
G70712;Kals am Großglockner;947;523;30;493;254;51,52;239;48,48
G70713;Kartitsch;665;408;20;388;163;42,01;225;57,99
G70714;Lavant;245;170;5;165;103;62,42;62;37,58
G70715;Leisach;612;394;10;384;165;42,97;219;57,03
G70716;Lienz;9.688;5.684;141;5.543;2.353;42,45;3.190;57,55
G70717;Matrei in Osttirol;3.853;2.220;59;2.161;1.340;62,01;821;37,99
G70718;Nikolsdorf;708;428;19;409;183;44,74;226;55,26
G70719;Nußdorf-Debant;2.627;1.724;57;1.667;850;50,99;817;49,01
G70720;Oberlienz;1.239;745;38;707;362;51,20;345;48,80
G70721;Obertilliach;573;303;15;288;158;54,86;130;45,14
G70723;Prägraten am Großvenediger;966;485;18;467;283;60,60;184;39,40
G70724;St. Jakob in Defereggen;720;391;18;373;128;34,32;245;65,68
G70725;St. Johann im Walde;224;142;5;137;82;59,85;55;40,15
G70726;St. Veit in Defereggen;559;253;13;240;99;41,25;141;58,75
G70727;Schlaiten;398;247;10;237;129;54,43;108;45,57
G70728;Sillian;1.669;1.048;36;1.012;467;46,15;545;53,85
G70729;Strassen;633;406;14;392;147;37,50;245;62,50
G70731;Thurn;514;352;14;338;143;42,31;195;57,69
G70732;Tristach;1.100;775;25;750;321;42,80;429;57,20
G70733;Untertilliach;185;98;4;94;40;42,55;54;57,45
G70734;Virgen;1.744;1.004;34;970;670;69,07;300;30,93
G70735;Heinfels;796;465;19;446;187;41,93;259;58,07
G70799;Wahlkarten - Lienz;0;2.694;52;2.642;791;29,94;1.851;70,06
G70800;Reutte;22.677;15.320;362;14.958;6.344;42,41;8.614;57,59
G70801;Bach;487;285;7;278;133;47,84;145;52,16
G70802;Berwang;410;257;6;251;111;44,22;140;55,78
G70803;Biberwier;431;268;2;266;133;50,00;133;50,00
G70804;Bichlbach;545;353;16;337;145;43,03;192;56,97
G70805;Breitenwang;1.077;612;21;591;246;41,62;345;58,38
G70806;Ehenbichl;629;407;8;399;167;41,85;232;58,15
G70807;Ehrwald;1.745;1.015;19;996;462;46,39;534;53,61
G70808;Elbigenalp;655;413;5;408;189;46,32;219;53,68
G70809;Elmen;293;205;8;197;70;35,53;127;64,47
G70810;Forchach;195;130;4;126;69;54,76;57;45,24
G70811;Grän;373;198;3;195;76;38,97;119;61,03
G70812;Gramais;33;20;0;20;12;60,00;8;40,00
G70813;Häselgehr;520;317;5;312;138;44,23;174;55,77
G70814;Heiterwang;394;218;6;212;103;48,58;109;51,42
G70815;Hinterhornbach;72;47;1;46;28;60,87;18;39,13
G70816;Höfen;929;555;8;547;235;42,96;312;57,04
G70817;Holzgau;308;206;8;198;110;55,56;88;44,44
G70818;Jungholz;98;59;0;59;18;30,51;41;69,49
G70819;Kaisers;56;35;3;32;13;40,63;19;59,38
G70820;Lechaschau;1.450;858;28;830;357;43,01;473;56,99
G70821;Lermoos;765;463;12;451;210;46,56;241;53,44
G70822;Musau;285;168;6;162;70;43,21;92;56,79
G70823;Namlos;66;32;0;32;16;50,00;16;50,00
G70824;Nesselwängle;319;190;4;186;90;48,39;96;51,61
G70825;Pfafflar;88;40;0;40;11;27,50;29;72,50
G70826;Pflach;936;555;18;537;270;50,28;267;49,72
G70827;Pinswang;281;173;4;169;75;44,38;94;55,62
G70828;Reutte;4.241;2.331;61;2.270;883;38,90;1.387;61,10
G70829;Schattwald;304;164;2;162;46;28,40;116;71,60
G70830;Stanzach;342;201;5;196;73;37,24;123;62,76
G70831;Steeg;533;324;8;316;177;56,01;139;43,99
G70832;Tannheim;704;376;6;370;164;44,32;206;55,68
G70833;Vils;1.080;619;17;602;262;43,52;340;56,48
G70834;Vorderhornbach;212;143;3;140;53;37,86;87;62,14
G70835;Wängle;680;457;11;446;175;39,24;271;60,76
G70836;Weißenbach am Lech;967;607;24;583;331;56,78;252;43,22
G70837;Zöblen;174;92;1;91;34;37,36;57;62,64
G70899;Wahlkarten - Reutte;0;1.927;22;1.905;589;30,92;1.316;69,08
G70900;Schwaz;60.423;39.398;1.016;38.382;20.687;53,90;17.695;46,10
G70901;Achenkirch;1.583;934;21;913;554;60,68;359;39,32
G70902;Aschau im Zillertal;1.344;666;22;644;400;62,11;244;37,89
G70903;Brandberg;273;154;5;149;86;57,72;63;42,28
G70904;Bruck am Ziller;826;532;17;515;336;65,24;179;34,76
G70905;Buch in Tirol;1.999;1.323;31;1.292;724;56,04;568;43,96
G70907;Eben am Achensee;2.078;1.125;19;1.106;604;54,61;502;45,39
G70908;Finkenberg;1.119;602;16;586;284;48,46;302;51,54
G70909;Fügen;2.794;1.481;23;1.458;917;62,89;541;37,11
G70910;Fügenberg;1.031;521;14;507;337;66,47;170;33,53
G70911;Gallzein;482;300;5;295;193;65,42;102;34,58
G70912;Gerlos;599;344;16;328;189;57,62;139;42,38
G70913;Gerlosberg;370;199;5;194;156;80,41;38;19,59
G70914;Hainzenberg;545;312;8;304;186;61,18;118;38,82
G70915;Hart im Zillertal;1.170;670;14;656;431;65,70;225;34,30
G70916;Hippach;1.092;500;13;487;302;62,01;185;37,99
G70917;Jenbach;4.929;2.829;69;2.760;1.491;54,02;1.269;45,98
G70918;Kaltenbach;882;461;13;448;272;60,71;176;39,29
G70920;Mayrhofen;2.562;1.314;33;1.281;590;46,06;691;53,94
G70921;Pill;920;596;15;581;354;60,93;227;39,07
G70922;Ramsau im Zillertal;1.201;633;19;614;372;60,59;242;39,41
G70923;Ried im Zillertal;927;486;10;476;232;48,74;244;51,26
G70924;Rohrberg;414;243;4;239;168;70,29;71;29,71
G70925;Schlitters;1.038;619;13;606;342;56,44;264;43,56
G70926;Schwaz;9.889;5.907;168;5.739;2.780;48,44;2.959;51,56
G70927;Schwendau;1.213;688;23;665;371;55,79;294;44,21
G70928;Stans;1.567;1.078;37;1.041;557;53,51;484;46,49
G70929;Steinberg am Rofan;209;135;3;132;74;56,06;58;43,94
